"","gene_id","stitle"
"2392","LOC118535800","EEF1AKMT1"
"2393","LOC118535811","DDX11"
"2394","LOC118535817","PSMC2"
"2395","LOC118535819","RPL12"
"2396","LOC118535820","ERC1"
"2397","LOC118535840","FKBP4"
"2398","LOC118535854","ASP-GLU-ALA-ASP"
"2399","LOC118535866","RPL27A"
"2400","LOC118535886","ANKRD12"
"2401","LOC118535887","NDUFV2"
"2402","LOC118535892","ARHGEF4"
"2403","LOC118535902","METTL6"
"2404","LOC118535911","LDHA"
"2405","LOC118535917","PIK3R4"
"2406","LOC118535940","IGHM"
"2407","LOC118535942","IGHV3-23"
"2408","LOC118535943","IGHD"
"2409","LOC118535951","LDHA"
"2410","LOC118536025","FXYD4"
"2411","LOC118536040","C1D"
"2412","LOC118536043","CRYZ"
"2413","LOC118536053","PSMG2"
"2414","LOC118536057","METTL16"
"2415","LOC118536058","RPL34"
"2416","LOC118536061","CPEB3"
"2417","LOC118536074","CNBP"
"2418","LOC118536108","MRPS24"
"2419","LOC118536117","PIGP"
"2420","LOC118536146","XPA"
"2421","LOC118536161","GNG10"
"2422","LOC118536181","PCSK6"
"2423","LOC118536184","CACUL1"
"2424","LOC118536201","CYP27C1"
"2425","LOC118536228","FAM160A1"
"2426","LOC118536231","L3MBTL4"
"2427","LOC118536234","MRPL42"
"2428","LOC118536245","METRNL"
"2429","LOC118536247","TXLNG"
"2430","LOC118536248","UBA52"
"2431","LOC118536253","METRNL"
"2432","LOC118536259","FN3KRP"
"2433","LOC118536269","NONO"
"2434","LOC118536278","CFAP299"
"2435","LOC118536303","ATP5MC2"
"2436","LOC118536311","ATP5MC2"
"2437","LOC118536328","SCFD2"
"2438","LOC118536332","LRRC66"
"2439","LOC118536344","ROBO2"
"2440","LOC118536345","ROBO2"
"2441","LOC118536346","MAPRE1"
"2442","LOC118536352","TMED2"
"2443","LOC118536370","KDM1A"
"2444","LOC118536375","EPHA8"
"2445","LOC118536383","HEXD"
"2446","LOC118536389","POLR2H"
"2447","LOC118536397","HEATR5A"
"2448","LOC118536410","LDHB"
"2449","LOC118536438","COMMD7"
"2450","LOC118536474","CLPB"
"2451","LOC118536475","SIRPB1"
"2452","LOC118536477","CCDC180"
"2453","LOC118536497","PRNP"
"2454","LOC118536505","ATRN"
"2455","LOC118536511","RPL21"
"2456","LOC118536512","RPS27"
"2457","LOC118536522","CDK7"
"2458","LOC118536526","KDM6A"
"2459","LOC118536527","KDM6A"
"2460","LOC118536528","FBXO8"
"2461","LOC118536529","CEP44"
"2462","LOC118536534","MINPP1"
"2463","LOC118536535","FASTKD1"
"2464","LOC118536538","ANOS1"
"2465","LOC118536545","ICE2"
"2466","LOC118536590","FBXO7"
"2467","LOC118536612","CPT1B"
"2468","LOC118536617","NCAPH2"
"2469","LOC118536621","KIAA1143"
"2470","LOC118536626","CRISP2"
"2471","LOC118536633","SH3KBP1"
"2472","LOC118536646","ZFP"
"2473","LOC118536660","ZBTB22"
"2474","LOC118536671","TEK"
"2475","LOC118536684","WDR5B"
"2476","LOC118536697","PARP15"
"2477","LOC118536710","MBP"
"2478","LOC118536725","H2AJ"
"2479","LOC118536746","COMP"
"2480","LOC118536762","GDF15"
"2481","LOC118536766","MEF2B"
"2482","LOC118536768","NR2C2AP"
"2483","LOC118536796","JAK3"
"2484","LOC118536813","STON2"
"2485","LOC118536819","DIO2"
"2486","LOC118536824","GPBP1"
"2487","LOC118536825","ZC3H11A"
"2488","LOC118536830","NUP62CL"
"2489","LOC118536836","MAPRE1"
"2490","LOC118536850","MARCKSL1"
"2491","LOC118536858","ARB2A"
"2492","LOC118536864","SENP6"
"2493","LOC118536865","EEF1AKMT1"
"2494","LOC118536868","MYO6"
"2495","LOC118536878","TXLNG"
"2496","LOC118536879","SFR1"
"2497","LOC118536897","KIAA1143"
"2498","LOC118536927","LRRFIP2"
"2499","LOC118536954","SNRPB"
"2500","LOC118536957","SARNP"
"2501","LOC118536959","EEF1A1"
"2502","LOC118536961","EZHIP"
"2503","LOC118536969","ATP2B3"
"2504","LOC118536980","KAZN"
"2505","LOC118536992","BTBD9"
"2506","LOC118537005","COL4A5"
"2507","LOC118537006","MID1"
"2508","LOC118537014","PPIH"
"2509","LOC118537036","BTNL10"
"2510","LOC118537050","WDR4"
"2511","LOC118537057","PPP4R1"
"2512","LOC118537080","GNAS"
"2513","LOC118537101","CCL14"
"2514","LOC118537105","CCL15"
"2515","LOC118537113","AP1B1"
"2516","LOC118537115","SPATA31E1"
"2517","LOC118537146","CD46"
"2518","LOC118537150","EEF1A1"
"2519","LOC118537191","RPL27"
"2520","LOC118537197","E2F6"
"2521","LOC118537213","NSA2"
"2522","LOC118537257","SSH2"
"2523","LOC118537262","EFCAB5"
"2524","LOC118537273","DOCK11"
"2525","LOC118537339","UTP23"
"2526","LOC118537349","TMA16"
"2527","LOC118537364","GSTP1"
"2528","LOC118537386","DOCK10"
"2529","LOC118537397","CXXC4"
"2530","LOC118537399","RAP1B"
"2531","LOC118537411","INTS12"
"2532","LOC118537419","CCNA1"
"2533","LOC118537432","MAGOH"
"2534","LOC118537440","CFAP206"
"2535","LOC118537451","ECI2"
"2536","LOC118537460","PRX"
"2537","LOC118537478","SPOP"
"2538","LOC118537490","ERICH4"
"2539","LOC118537506","FCGBP"
"2540","LOC118537510","FTL"
"2541","LOC118537512","LYSMD2"
"2542","LOC118537529","CYP2F1"
"2543","LOC118537542","CYP2S1"
"2544","LOC118537544","ZNF780A"
"2545","LOC118537553","CCNP"
"2546","LOC118537561","AKT2"
"2547","LOC118537568","MINPP1"
"2548","LOC118537579","MTMR2"
"2549","LOC118537586","UPF3A"
"2550","LOC118537590","DTNA"
"2551","LOC118537598","RPS24"
"2552","LOC118537601","KIAA2012"
"2553","LOC118537604","PARP6"
"2554","LOC118537635","RPSA"
"2555","LOC118537643","ENTREP2"
"2556","LOC118537656","GUK1"
"2557","LOC118537668","LAMTOR5"
"2558","LOC118537694","XYLT1"
"2559","LOC118537707","MED26"
"2560","LOC118537711","CHERP"
"2561","LOC118537715","SLC35E1"
"2562","LOC118537720","RASAL2"
"2563","LOC118537770","PLEKHH3"
"2564","LOC118537771","PLEKHH3"
"2565","LOC118537774","PSMC3IP"
"2566","LOC118537785","AOC2"
"2567","LOC118537794","AARSD1"
"2568","LOC118537805","MAP7D3"
"2569","LOC118537810","RPL12"
"2570","LOC118537822","GCSH"
"2571","LOC118537824","TSC22D2"
"2572","LOC118537825","TSC22D2"
"2573","LOC118537852","GBE1"
"2574","LOC118537858","CLMN"
"2575","LOC118537870","SACS"
"2576","LOC118537909","ZEB2"
"2577","LOC118537912","GTDC1"
"2578","LOC118537915","ARHGAP24"
"2579","LOC118537921","FGFR1OP"
"2580","LOC118537922","MINPP1"
"2581","LOC118537950","PPIA"
"2582","LOC118537960","PPP2R5A"
"2583","LOC118537964","TRAF5"
"2584","LOC118537967","OTUD5"
"2585","LOC118537972","ELP2"
"2586","LOC118537980","MREG"
"2587","LOC118537987","RPL10A"
"2588","LOC118537994","PPP3CA"
"2589","LOC118538004","EMCN"
"2590","LOC118538022","IL1RAPL2"
"2591","LOC118538026","FERMT1"
"2592","LOC118538049","HDAC8"
"2593","LOC118538050","SPATA31D4"
"2594","LOC118538055","TDP1"
"2595","LOC118538057","PREP"
"2596","LOC118538074","GAPDH"
"2597","LOC118538079","CHCHD3"
"2598","LOC118538080","TMEM42"
"2599","LOC118538082","GMIP"
"2600","LOC118538083","MOCS1"
"2601","LOC118538087","NRBP2"
"2602","LOC118538092","CAVIN3"
"2603","LOC118538093","CAVIN3"
"2604","LOC118538134","RPL23A"
"2605","LOC118538135","RPL21"
"2606","LOC118538144","WDFY3"
"2607","LOC118538146","KCTD8"
"2608","LOC118538149","NME4"
"2609","LOC118538152","NAALADL2"
"2610","LOC118538153","NAALADL2"
"2611","LOC118538159","PDZD11"
"2612","LOC118538161","COL24A1"
"2613","LOC118538175","FAM156B"
"2614","LOC118538191","IGLV3-9"
"2615","LOC118538201","ANGEL2"
"2616","LOC118538232","TMSB15B"
"2617","LOC118538235","VPS29"
"2618","LOC118538237","MED4"
"2619","LOC118538250","G3BP1"
"2620","LOC118538252","TAF9"
"2621","LOC118538263","PTS"
"2622","LOC118538267","SUGT1"
"2623","LOC118538270","UQCRB"
"2624","LOC118538273","ESD"
"2625","LOC118538275","RPL5"
"2626","LOC118538279","MBNL1"
"2627","LOC118538285","HSPA8"
"2628","LOC118538287","SMS"
"2629","LOC118538292","FAF1"
"2630","LOC118538293","EEF2"
"2631","LOC118538294","IARS2"
"2632","LOC118538305","LYPLAL1"
"2633","LOC118538324","SLC35E1"
"2634","LOC118538327","FTH1"
"2635","LOC118538358","LDHB"
"2636","LOC118538359","PDCD6"
"2637","LOC118538370","IDO2"
"2638","LOC118538403","RLIG1"
"2639","LOC118538473","ZFP62"
"2640","LOC118538474","ZFP62"
"2641","LOC118538475","ZFP62"
"2642","LOC118538479","STAG2"
"2643","LOC118538491","ZNF558"
"2644","LOC118538492","INSR"
"2645","LOC118538506","ROBO2"
"2646","LOC118538509","PCYT1B"
"2647","LOC118538514","PTHB1"
"2648","LOC118538515","RBM12"
"2649","LOC118538525","FBXL5"
"2650","LOC118538532","BST1"
"2651","LOC118538546","POU3F3"
"2652","LOC118538558","TBC1D4"
"2653","LOC118538569","PFKFB1"
"2654","LOC118538579","COX7C"
"2655","LOC118538604","CFP"
"2656","LOC118538624","RPL27A"
"2657","LOC118538644","ATP5MC2"
"2658","LOC118538649","PSMD11"
"2659","LOC118538655","HSD17B13"
"2660","LOC118538656","HSD17B11"
"2661","LOC118538662","RPL10A"
"2662","LOC118538666","PTPN13"
"2663","LOC118538671","UTRN"
"2664","LOC118538672","CCDC106"
"2665","LOC118538684","RPL23A"
"2666","LOC118538709","SNX7"
"2667","LOC118538720","KMT5C"
"2668","LOC118538721","TMEM150B"
"2669","LOC118538725","NLRP5"
"2670","LOC118538730","TAF1"
"2671","LOC118538752","CUEDC2"
"2672","LOC118538797","SNRPG"
"2673","LOC118538817","C1QL3"
"2674","LOC118538823","TRDMT1"
"2675","LOC118538827","HACD1"
"2676","LOC118538835","ZNF704"
"2677","LOC118538843","HSPA14"
"2678","LOC118538852","CBY3"
"2679","LOC118538859","HMGB2"
"2680","LOC118538860","G6PD"
"2681","LOC118538863","BNIP5"
"2682","LOC118538873","MEGF6"
"2683","LOC118538892","ELOVL5"
"2684","LOC118538911","RPL23A"
"2685","LOC118538917","UBE2V1"
"2686","LOC118538918","CYCS"
"2687","LOC118538923","OSBPL3"
"2688","LOC118538968","ARPC3"
"2689","LOC118538980","RPL23A"
"2690","LOC118538988","RPS23"
"2691","LOC118538995","SIPA1L1"
"2692","LOC118539005","GOLGA5"
"2693","LOC118539009","SLCO4C1"
"2694","LOC118539011","ANKH"
"2695","LOC118539017","SNRPG"
"2696","LOC118539030","PDE6D"
"2697","LOC118539033","RPS18"
"2698","LOC118539034","KPNA2"
"2699","LOC118539042","RAB44"
"2700","LOC118539047","USP31"
"2701","LOC118539054","TIGD1"
"2702","LOC118539059","IGSF6"
"2703","LOC118539072","IDI1"
"2704","LOC118539125","MAP7"
"2705","LOC118539127","MAP3K5"
"2706","LOC118539138","LDB2"
"2707","LOC118539140","RPL7A"
"2708","LOC118539142","CCDC50"
"2709","LOC118539144","OSTN"
"2710","LOC118539151","TC2N"
"2711","LOC118539152","TC2N"
"2712","LOC118539188","ARF4"
"2713","LOC118539213","TSC22D1"
"2714","LOC118539219","TMCO1"
"2715","LOC118539242","HLX"
"2716","LOC118539244","MTARC2"
"2717","LOC118539249","IARS2"
"2718","LOC118539275","LRRK1"
"2719","LOC118539286","PRDM11"
"2720","LOC118539300","FREY1"
"2721","LOC118539305","CRY2"
"2722","LOC118539323","ARSD"
"2723","LOC118539335","ATP6AP2"
"2724","LOC118539338","CLDN12"
"2725","LOC118539342","DZIP1L"
"2726","LOC118539349","SHROOM3"
"2727","LOC118539356","PCBD2"
"2728","LOC118539371","RPS27A"
"2729","LOC118539376","UBA52"
"2730","LOC118539388","NONO"
"2731","LOC118539395","TMTC4"
"2732","LOC118539401","GGACT"
"2733","LOC118539413","CYB561A3"
"2734","LOC118539418","CPSF7"
"2735","LOC118539420","NDUFB3"
"2736","LOC118539435","SELP"
"2737","LOC118539444","MACROD2"
"2738","LOC118539448","MICOS10"
"2739","LOC118539479","LEF1"
"2740","LOC118539506","CHORDC1"
"2741","LOC118539509","CENPP"
"2742","LOC118539517","RPL7"
"2743","LOC118539542","ANO9"
"2744","LOC118539545","UPRT"
"2745","LOC118539546","IFITM1"
"2746","LOC118539548","IFITM3"
"2747","LOC118539568","SEPTIN3"
"2748","LOC118539572","CBX3"
"2749","LOC118539579","SEPTIN3"
"2750","LOC118539589","TCF20"
"2751","LOC118539591","SLC26A5"
"2752","LOC118539598","SKA2"
"2753","LOC118539599","SSR3"
"2754","LOC118539628","ADAMTSL4"
"2755","LOC118539632","ADAMTSL4"
"2756","LOC118539642","CDC42"
"2757","LOC118539644","H4C1"
"2758","LOC118539647","H2AC18"
"2759","LOC118539649","H2BC21"
"2760","LOC118539650","H2BC18"
"2761","LOC118539652","H2BC21"
"2762","LOC118539657","CSE4"
"2763","LOC118539674","ERO1A"
"2764","LOC118539681","DPH6"
"2765","LOC118539688","TXNDC16"
"2766","LOC118539710","TUG1"
"2767","LOC118539711","SLC35E4"
"2768","LOC118539744","NIF3L1"
"2769","LOC118539799","PIGP"
"2770","LOC118539810","FKBP5"
"2771","LOC118539816","LSM5"
"2772","LOC118539819","DDX43"
"2773","LOC118539822","RPL27A"
"2774","LOC118539837","SGPP2"
"2775","LOC118539849","MRPL44"
"2776","LOC118539861","TECRL"
"2777","LOC118539871","WRN"
"2778","LOC118539882","SMUG1"
"2779","LOC118539897","INPP4B"
"2780","LOC118539906","SLC9B2"
"2781","LOC118539912","MFSD4A"
"2782","LOC118539917","CA5B"
"2783","LOC118539919","RPL27A"
"2784","LOC118539921","PPP1R12A"
"2785","LOC118539932","TMC5"
"2786","LOC118539942","SMAGP"
"2787","LOC118539947","POU6F1"
"2788","LOC118539957","RPL19"
"2789","LOC118539963","LYST"
"2790","LOC118539965","GPD1"
"2791","LOC118539968","COX14"
"2792","LOC118539980","SYT17"
"2793","LOC118539986","DNMT3L"
"2794","LOC118539994","HSF2BP"
"2795","LOC118540005","INO80D"
"2796","LOC118540006","WDR12"
"2797","LOC118540025","PTPRQ"
"2798","LOC118540043","RNLS"
"2799","LOC118540044","APOOL"
"2800","LOC118540050","OTC"
"2801","LOC118540056","LAMA4"
"2802","LOC118540059","PFN1"
"2803","LOC118540060","RPL27"
"2804","LOC118540065","WDPCP"
"2805","LOC118540072","PDE12"
"2806","LOC118540081","ARFGEF2"
"2807","LOC118540088","PRDM5"
"2808","LOC118540093","EIF4G3"
"2809","LOC118540095","ARHGAP26"
"2810","LOC118540115","PLEKHA3"
"2811","LOC118540120","RPL3"
"2812","LOC118540127","ARPC1A"
"2813","LOC118540130","PDE11A"
"2814","LOC118540136","HNRNPA3"
"2815","LOC118540138","KANK1"
"2816","LOC118540145","ADIPOR1"
"2817","LOC118540155","BBS7"
"2818","LOC118540159","ATP5MF"
"2819","LOC118540160","EGR1"
"2820","LOC118540181","PRELID1"
"2821","LOC118540182","RPSA"
"2822","LOC118540185","NCOA1"
"2823","LOC118540187","FAM228B"
"2824","LOC118540193","CALM1"
"2825","LOC118540200","ZPBP2"
"2826","LOC118540201","SUMO2"
"2827","LOC118540204","RCTB2"
"2828","LOC118540211","PATE2"
"2829","LOC118540222","TIRAP"
"2830","LOC118540245","RB1"
"2831","LOC118540324","MSX2"
"2832","LOC118540325","GBP1"
"2833","LOC118540342","LEPROTL1"
"2834","LOC118540348","PXDNL"
"2835","LOC118540352","EIF4B"
"2836","LOC118540353","DBP"
"2837","LOC118540358","TMSB4X"
"2838","LOC118540364","RCOR1"
"2839","LOC118540371","EXOC3"
"2840","LOC118540373","MARK3"
"2841","LOC118540390","DENND5B"
"2842","LOC118540401","ADGRL3"
"2843","LOC118540411","SNX29"
"2844","LOC118540432","CCND1"
"2845","LOC118540433","LTO1"
"2846","LOC118540442","BRWD3"
"2847","LOC118540450","RPL7"
"2848","LOC118540455","TUBB"
"2849","LOC118540457","EPC1"
"2850","LOC118540475","MTPAP"
"2851","LOC118540483","WAC"
"2852","LOC118540494","ALOX5AP"
"2853","LOC118540527","PRCP"
"2854","LOC118540534","MVP"
"2855","LOC118540542","KCTD13"
"2856","LOC118540549","RPS12"
"2857","LOC118540555","PHETA1"
"2858","LOC118540572","ZNF705A"
"2859","LOC118540574","KPNA2"
"2860","LOC118540578","PCYT1B"
"2861","LOC118540579","RAB5A"
"2862","LOC118540582","BBS10"
"2863","LOC118540583","BBS10"
"2864","LOC118540584","BBS10"
"2865","LOC118540612","TMEM258"
"2866","LOC118540619","PTS"
"2867","LOC118540623","PTCD3"
"2868","LOC118540638","TBCA"
"2869","LOC118540639","CD24"
"2870","LOC118540640","BEND3"
"2871","LOC118540641","PDSS2"
"2872","LOC118540644","RPL34"
"2873","LOC118540652","APOO"
"2874","LOC118540665","RAD54L"
"2875","LOC118540667","WAS"
"2876","LOC118540684","NDUFA1"
"2877","LOC118540692","RPS12"
"2878","LOC118540711","TOR1AIP2"
"2879","LOC118540731","RPL27A"
"2880","LOC118540736","DEGS2"
"2881","LOC118540740","ZNF324"
"2882","LOC118540741","CYBB"
"2883","LOC118540742","XK"
"2884","LOC118540753","ISY1"
"2885","LOC118540754","YBX1"
"2886","LOC118540761","CD2"
"2887","LOC118540763","PACS2"
"2888","LOC118540775","MYH1"
"2889","LOC118540776","RPS10"
"2890","LOC118540785","KLRC1"
"2891","LOC118540789","RPL35A"
"2892","LOC118540818","CD46"
"2893","LOC118540822","MLLT10"
"2894","LOC118540830","RPL12"
"2895","LOC118540832","APOL2"
"2896","LOC118540834","APOL3"
"2897","LOC118540835","APOL3"
"2898","LOC118540842","SMS"
"2899","LOC118540845","RBFOX2"
"2900","LOC118540860","AGBL3"
"2901","LOC118540880","MTIF2"
"2902","LOC118540903","KIAA0319L"
"2903","LOC118540908","ARMCX6"
"2904","LOC118540922","NAP1L1"
"2905","LOC118540927","NKAP"
"2906","LOC118540930","PPP1R3B"
"2907","LOC118540935","CD55"
"2908","LOC118540936","CR2"
"2909","LOC118540940","CD46"
"2910","LOC118540941","CD46"
"2911","LOC118540953","EIF1AX"
"2912","LOC118540957","ACSM1"
"2913","LOC118540965","PHTF2"
"2914","LOC118540971","BPGM"
"2915","LOC118540980","DNAJC16"
"2916","LOC118540986","ESRRA"
"2917","LOC118541005","COX8A"
"2918","LOC118541006","DNAJC4"
"2919","LOC118541016","MARK2"
"2920","LOC118541030","PGM5"
"2921","LOC118541037","ZNF644"
"2922","LOC118541063","FBXO10"
"2923","LOC118541071","DCAF10"
"2924","LOC118541073","ZSCAN26"
"2925","LOC118541117","LAMB2"
"2926","LOC118541119","P4HTM"
"2927","LOC118541120","QARS1"
"2928","LOC118541142","CIRBP"
"2929","LOC118541144","CBARP"
"2930","LOC118541171","MISP"
"2931","LOC118541201","POLRMT"
"2932","LOC118541208","HMGB3"
"2933","LOC118541234","ST13"
"2934","LOC118541243","HMBOX1"
"2935","LOC118541267","ARID1B"
"2936","LOC118541268","EOLA2"
"2937","LOC118541270","EOLA1"
"2938","LOC118541274","ARID1B"
"2939","LOC118541276","ARID1B"
"2940","LOC118541291","MAPRE1"
"2941","LOC118541316","BANP"
"2942","LOC118541327","JPH3"
"2943","LOC118541329","FBXO31"
"2944","LOC118541330","SNRPB2"
"2945","LOC118541333","RPL23A"
"2946","LOC118541344","ZNF77"
"2947","LOC118541351","ZNF77"
"2948","LOC118541365","RPL23A"
"2949","LOC118541378","RPS2"
"2950","LOC118541389","CYB5R4"
"2951","LOC118541410","COX4I1"
"2952","LOC118541426","RPL5"
"2953","LOC118541445","CDCA5"
"2954","LOC118541457","ELMO1"
"2955","LOC118541458","ZSWIM6"
"2956","LOC118541464","SMIM15"
"2957","LOC118541474","DOCK5"
"2958","LOC118541514","CDC42BPG"
"2959","LOC118541525","CDCA5"
"2960","LOC118541534","GLUL"
"2961","LOC118541538","INSL6"
"2962","LOC118541542","SMIM30"
"2963","LOC118541548","RPL24"
"2964","LOC118541559","PSMC6"
"2965","LOC118541572","BBS9"
"2966","LOC118541592","SOBP"
"2967","LOC118541605","RPLP1"
"2968","LOC118541627","AFF2"
"2969","LOC118541634","ATP5F1A"
"2970","LOC118541636","CDK8"
"2971","LOC118541658","RPS6KA3"
"2972","LOC118541672","KPNA2"
"2973","LOC118541704","RPL32"
"2974","LOC118541758","NNAT"
"2975","LOC118541768","RPRD1B"
"2976","LOC118541773","LBP"
"2977","LOC118541791","SNORA71"
"2978","LOC118541801","RPL30"
"2979","LOC118541805","NEDD4"
"2980","LOC118541820","XPNPEP2"
"2981","LOC118541837","COA8"
"2982","LOC118541842","CKB"
"2983","LOC118541846","LFNG"
"2984","LOC118541873","ENTREP2"
"2985","LOC118541881","BICRAL"
"2986","LOC118541882","COMMD1"
"2987","LOC118541904","PAICS"
"2988","LOC118541911","IDS"
"2989","LOC118541924","IKZF1"
"2990","LOC118541947","SYNCRIP"
"2991","LOC118541963","CK1"
"2992","LOC118541967","ZNF609"
"2993","LOC118541990","TMEM11"
"2994","LOC118541991","TMEM11"
"2995","LOC118542002","LUC7L2"
"2996","LOC118542012","RELL1"
"2997","LOC118542044","CNOT4"
"2998","LOC118542058","PTPRE"
"2999","LOC118542065","NBAS"
"3000","LOC118542095","AFF2"
"3001","LOC118542112","TXLNG"
"3002","LOC118542211","TRIOBP"
"3003","LOC118542222","ANKRD54"
"3004","LOC118542233","BAIAP2L2"
"3005","LOC118542238","CSNK1E"
"3006","LOC118542264","CD99L2"
"3007","LOC118542265","GOLGA7"
"3008","LOC118542284","THAP1"
"3009","LOC118542287","QDPR"
"3010","LOC118542295","MTM1"
"3011","LOC118542321","SGK3"
"3012","LOC118542337","DDX18"
"3013","LOC118542352","NDUFA1"
"3014","LOC118542354","ABLIM2"
"3015","LOC118542363","TUBA8"
"3016","LOC118542372","BNIP3L"
"3017","LOC118542383","TRNAU1AP"
"3018","LOC118542398","PHACTR4"
"3019","LOC118542410","Hsp40"
"3020","LOC118542411","SNORA73"
"3021","LOC118542415","SNORA61"
"3022","LOC118542433","SNORA73"
"3023","LOC118542451","WASHC5"
"3024","LOC118542454","MTSS1"
"3025","LOC118542460","RPL35A"
"3026","LOC118542461","LRCH3"
"3027","LOC118542470","H2AZ1"
"3028","LOC118542481","ADH1C"
"3029","LOC118542514","KDM5C"
"3030","LOC118542519","RACK1"
"3031","LOC118542521","EIF2B3"
"3032","LOC118542526","PPIE"
"3033","LOC118542535","ZBTB38"
"3034","LOC118542552","RPL30"
"3035","LOC118542583","RPL21"
"3036","LOC118542609","GRB10"
"3037","LOC118542619","RNF216"
"3038","LOC118542631","ZNF665"
"3039","LOC118542635","ZNF300"
"3040","LOC118542636","RNF216"
"3041","LOC118542662","UROS"
"3042","LOC118542672","LHPP"
"3043","LOC118542681","CDC27"
"3044","LOC118542684","GAPDH"
"3045","LOC118542695","RDM1"
"3046","LOC118542698","IGLV1-40"
"3047","LOC118542699","IGLV1-40"
"3048","LOC118542703","PLEKHM1"
"3049","LOC118542713","TRIAP1"
"3050","LOC118542730","LRRC37B"
"3051","LOC118542731","IGLV1-40"
"3052","LOC118542733","IGLV1-40"
"3053","LOC118542746","COL23A1"
"3054","LOC118542798","CEACAM8"
"3055","LOC118542799","CEACAM6"
"3056","LOC118542801","CEACAM1"
"3057","LOC118542808","GRIK5"
"3058","LOC118542814","ARHGEF1"
"3059","LOC118542827","CEACAM6"
"3060","LOC118542828","CEACAM6"
"3061","LOC118542829","CEACAM6"
"3062","LOC118542830","CEACAM1"
"3063","LOC118542848","RPL3"
"3064","LOC118542855","RBBP4"
"3065","LOC118542857","CHST11"
"3066","LOC118542913","NOS1AP"
"3067","LOC118542926","TTC41P"
"3068","LOC118542927","FCGR3A"
"3069","LOC118542943","UTP23"
"3070","LOC118542958","TMEM131L"
"3071","LOC118542963","ATP10B"
"3072","LOC118542975","PWWP2A"
"3073","LOC118542986","TREM1"
"3074","LOC118543031","DTX2"
"3075","LOC118543054","CASP1"
"3076","LOC118543055","CASP12"
"3077","LOC118543063","IL36G"
"3078","LOC118543064","IL36B"
"3079","LOC118543083","VWA8"
"3080","LOC118543085","SNX21"
"3081","LOC118543123","MBIP"
"3082","LOC118543129","CLCN5"
"3083","LOC118543157","KLHL20"
"3084","LOC118543178","ZXDB"
"3085","LOC118543202","RNASE13"
"3086","LOC118543204","CBR1"
"3087","LOC118543232","STX12"
"3088","LOC118543239","SIGLEC6"
"3089","LOC118543240","ZNF615"
"3090","LOC118543243","ZNF260"
"3091","LOC118543250","ZNF84"
"3092","LOC118543252","SIGLEC5"
"3093","LOC118543255","SIGLEC5"
"3094","LOC118543256","SIGLEC13"
"3095","LOC118543257","SIGLEC14"
"3096","LOC118543258","SIGLEC6"
"3097","LOC118543277","NKG7"
"3098","LOC118543292","CTDSPL2"
"3099","LOC118543295","GOLM2"
"3100","LOC118543297","PRODH"
"3101","LOC118543314","COMT"
"3102","LOC118543315","ASC1"
"3103","LOC118543330","HIRA"
"3104","LOC118543337","PFKFB1"
"3105","LOC118543342","ZNF280B"
"3106","LOC118543349","CCDC74B"
"3107","LOC118543355","THAP7"
"3108","LOC118543387","TBP"
"3109","LOC118543400","AFAP1"
"3110","LOC118543419","ARPC3"
"3111","LOC118543442","KIF13B"
"3112","LOC118543460","FMR1"
"3113","LOC118543467","RPS20"
"3114","LOC118543485","BEST3"
"3115","LOC118543498","SETDB2"
"3116","LOC118543518","ATAD2B"
"3117","LOC118543523","CCT5"
"3118","LOC118543524","DMD"
"3119","LOC118543526","IGLV3-9"
"3120","LOC118543527","IGLL5"
"3121","LOC118543537","IGLV3-25"
"3122","LOC118543539","IGLV2-18"
"3123","LOC118543559","HMG20A "
"3124","LOC118543573","PTS"
"3125","LOC118543574","GSKIP"
"3126","LOC118543592","CNOT6L"
"3127","LOC118543596","DAP"
"3128","LOC118543603","RNA5-8S"
"3129","LOC118543654","KIF4A"
"3130","LOC118543690","RNA5-8S"
"3131","LOC118543691","RNA18S"
"3132","LOC118543692","RNA28S"
"3133","LOC118543707","GSE1"
"3134","LOC118543748","EXOC6B"
"3135","LOC118543752","BCAS3"
"3136","LOC118543760","DCAF10"
"3137","LOC118543833","IGHV3-23"
"3138","LOC118543836","IGHV3-74"
"3139","LOC118543838","IGHV3-23"
"3140","LOC118543868","SCO1"
"3141","LOC118543895","MAN1A1"
"3142","LOC118543905","CAST"
"3143","LOC118543919","FYN"
"3144","LOC118543941","CEP83"
"3145","LOC118543972","RPL35"
"3146","LOC118544001","RPSA"
"3147","LOC118544007","ITGA6"
"3148","LOC118544046","SLCO4C1"
"3149","LOC118544087","CYC1"
"3150","LOC118544094","ECPAS"
"3151","LOC118544141","LY6H"
"3152","LOC118544152","ZNF16"
"3153","LOC118544166","ZNF250"
"3154","LOC118544174","VEZF1"
"3155","LOC118544188","ADCK5"
"3156","LOC118544235","NCBP3"
"3157","LOC118544286","RPTN"
"3158","LOC118544310","PARPBP"
"3159","LOC118544384","ERVK-25"
"3160","LOC118544389","GNAI1"
"3161","LOC118544390","DNAJC19"
"3162","LOC118544428","TCEA1"
"3163","LOC118544429","NRAP"
"3164","LOC118544456","PPIA"
"3165","LOC118544468","PLCL1"
"3166","LOC118544470","CHST12"
"3167","LOC118544473","SNX8"
"3168","LOC118544484","SCAPER"
"3169","LOC118544510","NCOA5"
"3170","LOC118544525","PIGP"
"3171","LOC118544564","GTPBP6"
"3172","LOC118544576","UQCRQ"
